dataset,sample_id,patient_id,tissue,abundance_eligible,task004_cluster_type,task004_cluster_id,n_cells,n_rescued,rescued_fraction,n_neutrophil,n_ambiguous_myeloid,top_project_broad_celltype,cluster_review_flag,review_note
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mu_01_MYH11,278,0,0,0,1,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_04_ACKR1,199,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_03_GPR183,16,0,0,0,3,T/NK,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_08_IGFBP3,317,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_06_KDR_ESM1,224,0,0,0,2,endothelial,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_02_FCGR3A_CXCR4,274,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_10_FOXP3_CTLA4,14,0,0,0,1,T/NK,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mu_03_STMN1,1,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_10_PDCD1,3,0,0,0,1,T/NK,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_05_KDR,1277,0,0,3,2,endothelial,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_07_KDR_APOA2,79,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Tumor,355,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_04_GNLY,152,0,0,0,2,T/NK,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mu_02_ABCC9,11,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_02_CD1C,16,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_05_CD160,66,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_08_GZMK,30,0,0,0,2,T/NK,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mono-like_02_CD16,63,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_07_STMN1,9,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_03_TFF3,3,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_10_STMN1,9,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Neu_07_APOA2,7,0,0,4,1,neutrophil,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_07_CXCL13,4,0,0,0,1,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mast,3,0,0,0,0,mast,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mono-like_01_CD14,8,0,0,7,1,neutrophil,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_11_SLC4A10,5,0,0,0,1,T/NK,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_06_CD69,3,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_13_STMN1,2,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_08_STMN1,4,0,0,0,2,T/NK,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_01_CLEC9A,11,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_07_SLC40A1,21,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Fb_02_CXCL12,6,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_B_02_MS4A1_CD83,1,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_05_IL1B,10,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mono-like_03_CD14CD16,12,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_06_CXCL9,2,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_05_LILRA4,2,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_05_CD69,6,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_B_03_MZB1,1,0,0,0,0,plasma,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_gdT_03_KLRD1,1,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_04_TREM2,1,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A094_HCC,nature_xue_A094,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_09_STMN1,1,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_06_CD69,75,0,0,5,5,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_03_GPR183,659,0,0,17,79,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_11_FOXP3_STMN1,17,0,0,0,1,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_05_IL1B,915,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_07_SLC40A1,120,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Tumor,667,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_04_GNLY,24,0,0,0,3,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_05_CD160,333,0,0,2,13,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_10_FOXP3_CTLA4,163,0,0,5,21,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_10_PDCD1,260,0,0,12,26,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mu_02_ABCC9,213,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_02_CCL20,98,0,0,2,1,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Fb_01_FAP,29,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_09_STMN1,227,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_04_BAG3,19,0,0,1,2,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_03_SPP1,424,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_07_STMN1,89,0,0,5,6,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mu_03_STMN1,12,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_08_GZMK,38,0,0,2,1,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_06_STMN1,31,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mono-like_01_CD14,79,0,0,8,1,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_05_KDR,22,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_08_IGFBP3,81,0,0,0,3,endothelial,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_08_STMN1,118,0,0,13,12,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_05_LILRA4,5,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_gdT_03_KLRD1,42,0,0,0,1,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_02_FCGR3A_CXCR4,6,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_07_CXCL13,9,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_05_CD69,101,0,0,6,4,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Neu_10_SPP1,15,0,0,3,1,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_06_KDR_ESM1,28,0,0,0,2,endothelial,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_04_TREM2,37,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_06_ITGA1,16,0,0,1,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Neu_07_APOA2,5,0,0,3,1,neutrophil,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_08_APOE,67,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_gdT_02_GNLY,6,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_06_CXCL9,45,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_01_CLEC9A,8,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mono-like_03_CD14CD16,44,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_02_CD1C,26,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_13_STMN1,14,0,0,0,2,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_11_SLC4A10,36,0,0,2,6,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Neu_05_ELL2,2,0,0,2,0,neutrophil,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_02_SELL,4,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_04_PLCG2,4,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_04_ACKR1,2,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_03_FCGR3A_IFNG,3,0,0,0,1,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_06_PLCG2,4,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_07_KDR_APOA2,8,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Fb_02_CXCL12,12,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Neu_11_CCL4,3,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mono-like_02_CD16,10,0,0,0,1,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mast,3,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_05_KLRD1,1,0,0,0,1,other/uncertain,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_03_LAMP3,4,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_09_PDCD1_IFNG,1,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_B_02_MS4A1_CD83,14,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_gdT_04_STMN1,3,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_12_IFIT3,6,0,0,0,1,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_10_STMN1,7,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_07_PLCG2,2,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A095_HCC,nature_xue_A095,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_01_MARCO,2,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Fb_02_CXCL12,54,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_10_FOXP3_CTLA4,669,0,0,5,40,T/NK,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_03_GPR183,2215,0,0,37,79,T/NK,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mu_03_STMN1,23,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mu_01_MYH11,598,0,0,0,1,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_06_CD69,238,0,0,2,5,T/NK,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_10_PDCD1,915,0,0,11,58,T/NK,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_B_03_MZB1,165,0,0,0,5,plasma,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_05_KDR,90,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_08_GZMK,253,0,0,0,2,T/NK,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_B_02_MS4A1_CD83,341,0,0,1,17,B,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_11_FOXP3_STMN1,46,0,0,0,3,B,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_08_IGFBP3,109,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mu_02_ABCC9,413,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_06_KDR_ESM1,57,0,0,0,1,endothelial,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_09_STMN1,18,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_11_SLC4A10,144,0,0,2,6,T/NK,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_02_CD1C,76,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_04_ACKR1,61,0,0,0,1,endothelial,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_04_GNLY,87,0,0,0,3,T/NK,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_08_STMN1,29,0,0,0,4,T/NK,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Tumor,355,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_06_STMN1,3,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_07_CXCL13,211,0,0,2,19,T/NK,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_05_IL1B,36,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mono-like_03_CD14CD16,22,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_05_CD69,144,0,0,0,5,T/NK,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_07_KDR_APOA2,4,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_13_STMN1,145,0,0,2,18,T/NK,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_08_APOE,104,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_06_CXCL9,172,0,0,0,1,B,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_01_CLEC9A,49,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_02_CCL20,8,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_07_SLC40A1,29,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Neu_09_IFIT1,1,0,0,1,0,neutrophil,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mast,13,0,0,0,0,mast,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_05_CD160,54,0,0,0,5,T/NK,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mono-like_01_CD14,19,0,0,2,1,B,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_04_TREM2,31,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_02_FCGR3A_CXCR4,29,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A096_HCC,nature_xue_A096,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_05_LILRA4,21,0,0,0,0,B,none,No rescued-cell dominance flag.
